id,prefecture_id,name,public,created_at,updated_at
1,1,ソンラ市,true,2012-06-30 15:08:12 UTC,2012-08-09 16:44:16 UTC
2,2,ホアビン,true,2012-06-30 15:08:12 UTC,2012-08-09 16:47:00 UTC
3,3,ディエンビエンフー,true,2012-06-30 15:08:12 UTC,2012-08-09 16:47:21 UTC
4,4,ライチャウ市,true,2012-06-30 15:08:12 UTC,2012-08-09 16:49:18 UTC
5,5,ラオカイ市,true,2012-06-30 15:08:12 UTC,2012-08-09 16:50:32 UTC
6,6,ハザン市,true,2012-06-30 15:08:12 UTC,2012-08-09 16:52:59 UTC
7,7,カオバン,true,2012-06-30 15:08:12 UTC,2012-08-09 16:53:40 UTC
8,8,イェンバイ市,true,2012-06-30 15:08:12 UTC,2012-08-09 16:54:12 UTC
9,9,トゥエンクアン市,true,2012-06-30 15:08:12 UTC,2012-08-09 16:54:41 UTC
10,10,ランソン市,true,2012-06-30 15:08:12 UTC,2012-08-09 16:55:10 UTC
11,11,ハロン市,true,2012-06-30 15:08:12 UTC,2012-08-09 16:55:36 UTC
12,12,千葉県 ,true,2012-06-30 15:08:12 UTC,2012-06-30 15:08:12 UTC
13,13,バックカン市,true,2012-06-30 15:08:12 UTC,2012-08-09 16:56:26 UTC
14,14,フート市,true,2012-06-30 15:08:12 UTC,2012-08-09 16:57:25 UTC
15,15,タイグエン市,true,2012-06-30 15:08:12 UTC,2012-08-09 16:57:49 UTC
16,16,ニンビン市,true,2012-06-30 15:08:12 UTC,2012-08-13 15:21:28 UTC
17,17,タイビン市,true,2012-06-30 15:08:12 UTC,2012-08-13 15:22:07 UTC
18,18,ハイズオン市,true,2012-06-30 15:08:12 UTC,2012-08-13 15:22:31 UTC
19,19,ハナム,true,2012-06-30 15:08:12 UTC,2012-08-13 15:23:03 UTC
20,20,フンイエン市,true,2012-06-30 15:08:12 UTC,2012-08-13 15:23:26 UTC
21,21,ナムディン市,true,2012-06-30 15:08:12 UTC,2012-08-13 15:24:30 UTC
22,22,バクニン市,true,2012-06-30 15:08:12 UTC,2012-08-13 15:24:50 UTC
23,23,ヴィンフック,true,2012-06-30 15:08:12 UTC,2012-08-13 15:25:10 UTC
24,24,タインホア市,true,2012-06-30 15:08:12 UTC,2012-08-13 15:25:33 UTC
25,25,ヴィン市,true,2012-06-30 15:08:12 UTC,2012-08-13 15:26:02 UTC
26,26,ハティン市,true,2012-06-30 15:08:12 UTC,2012-08-13 15:26:27 UTC
27,27,ドンホイ,true,2012-06-30 15:08:12 UTC,2012-08-13 15:27:08 UTC
28,28,クアンチ,true,2012-06-30 15:08:12 UTC,2012-08-13 15:27:43 UTC
29,29,フエ,true,2012-06-30 15:08:12 UTC,2012-08-13 15:28:25 UTC
30,30,タムキー市,true,2012-06-30 15:08:12 UTC,2012-08-13 15:29:06 UTC
31,31,クアンガイ市,true,2012-06-30 15:08:12 UTC,2012-08-13 15:30:35 UTC
32,32,島根県,true,2012-06-30 15:08:12 UTC,2012-06-30 15:08:12 UTC
33,33,岡山県,true,2012-06-30 15:08:12 UTC,2012-06-30 15:08:12 UTC
34,34,ニャチャン,true,2012-06-30 15:08:12 UTC,2012-08-13 15:35:38 UTC
35,35,コントゥム市,true,2012-06-30 15:08:12 UTC,2012-08-13 15:35:58 UTC
36,36,ザライ,true,2012-06-30 15:08:12 UTC,2012-08-13 15:36:34 UTC
37,37,バンメトート市,true,2012-06-30 15:08:12 UTC,2012-08-13 15:37:05 UTC
38,38,ダクノン,true,2012-06-30 15:08:12 UTC,2012-08-13 15:38:46 UTC
39,39,ダラット,true,2012-06-30 15:08:12 UTC,2012-08-13 15:39:17 UTC
40,40,ニントゥアン省,true,2012-06-30 15:08:12 UTC,2012-08-13 15:40:23 UTC
41,41,タイニン市,true,2012-06-30 15:08:12 UTC,2012-08-13 15:40:44 UTC
42,42,ドンナイ,true,2012-06-30 15:08:12 UTC,2012-08-13 15:43:42 UTC
43,43,ファンティエット市,true,2012-06-30 15:08:12 UTC,2012-08-13 15:44:15 UTC
44,44,ブンタウ,true,2012-06-30 15:08:12 UTC,2012-08-13 15:44:37 UTC
45,45,ビンズオン,true,2012-06-30 15:08:12 UTC,2012-08-13 15:44:58 UTC
46,46,ビンフオック,true,2012-06-30 15:08:12 UTC,2012-08-13 15:45:30 UTC
47,47,沖縄県,true,2012-06-30 15:08:12 UTC,2012-06-30 15:08:12 UTC
48,1,クインニャイ県,true,2012-08-09 16:44:30 UTC,2012-08-09 16:44:30 UTC
49,1,ムオンラー県,true,2012-08-09 16:44:46 UTC,2012-08-09 16:44:46 UTC
50,1,トゥアンチャウ県,true,2012-08-09 16:45:00 UTC,2012-08-09 16:45:00 UTC
51,1,フーイエン県,true,2012-08-09 16:45:10 UTC,2012-08-09 16:45:10 UTC
52,1,バクイエン県,true,2012-08-09 16:45:22 UTC,2012-08-09 16:45:22 UTC
53,1,マイソン県,true,2012-08-09 16:45:33 UTC,2012-08-09 16:45:33 UTC
54,1,ソンマー県,true,2012-08-09 16:45:44 UTC,2012-08-09 16:45:44 UTC
55,1,イエンチャウ県,true,2012-08-09 16:45:54 UTC,2012-08-09 16:45:54 UTC
56,1,モクチャウ県,true,2012-08-09 16:46:07 UTC,2012-08-09 16:46:07 UTC
57,1,ソップコップ県,true,2012-08-09 16:46:17 UTC,2012-08-09 16:46:17 UTC
58,3,ムオンレイ,true,2012-08-09 16:47:32 UTC,2012-08-09 16:47:32 UTC
59,3,ディエンビエン県,true,2012-08-09 16:47:43 UTC,2012-09-06 12:50:10 UTC
60,3,ディエンビエンドン県,true,2012-08-09 16:47:54 UTC,2012-08-09 16:47:54 UTC
61,3,ムオンアン県,true,2012-08-09 16:48:04 UTC,2012-09-06 12:50:20 UTC
62,3,ムオンチャ県,true,2012-08-09 16:48:16 UTC,2012-08-09 16:48:16 UTC
63,3,ムオンニェ県,true,2012-08-09 16:48:26 UTC,2012-08-09 16:48:26 UTC
64,3,トゥアチュア県,true,2012-08-09 16:48:37 UTC,2012-08-09 16:48:37 UTC
65,3,トゥアンジャオ県,true,2012-08-09 16:48:47 UTC,2012-08-09 16:48:47 UTC
66,4,ムオンテ県,true,2012-08-09 16:49:29 UTC,2012-08-09 16:49:29 UTC
67,4,フォントー県,true,2012-08-09 16:49:40 UTC,2012-08-09 16:49:40 UTC
68,4,シンホー県,true,2012-08-09 16:49:50 UTC,2012-08-09 16:49:50 UTC
69,4,タムドゥオン県,true,2012-08-09 16:49:59 UTC,2012-08-09 16:49:59 UTC
70,4,タンユエン県,true,2012-08-09 16:50:08 UTC,2012-08-09 16:50:08 UTC
71,5,Bảo Thắng 県,true,2012-08-09 16:50:47 UTC,2012-08-09 16:50:47 UTC
72,5,Bảo Yên 県,true,2012-08-09 16:50:58 UTC,2012-08-09 16:50:58 UTC
73,5,Bát Xát 県,true,2012-08-09 16:51:11 UTC,2012-08-09 16:51:11 UTC
74,5,バックハー県,true,2012-08-09 16:51:23 UTC,2012-08-09 16:51:23 UTC
75,5,Mường Khương,true,2012-08-09 16:51:34 UTC,2012-08-09 16:51:34 UTC
76,5,サパ県,true,2012-08-09 16:51:46 UTC,2012-08-09 16:51:46 UTC
77,5,Si Ma Cai 県,true,2012-08-09 16:51:56 UTC,2012-08-09 16:51:56 UTC
78,5,Văn Bàn 県,true,2012-08-09 16:52:05 UTC,2012-08-09 16:52:05 UTC
79,31,Ba Tơ,true,2012-08-13 15:30:45 UTC,2012-08-13 15:30:45 UTC
80,31,Bình Sơn,true,2012-08-13 15:30:54 UTC,2012-08-13 15:30:54 UTC
81,31,Đức Phổ,true,2012-08-13 15:31:05 UTC,2012-08-13 15:31:05 UTC
82,31,Minh Long,true,2012-08-13 15:31:23 UTC,2012-08-13 15:31:23 UTC
83,31,Mộ Đức,true,2012-08-13 15:31:36 UTC,2012-08-13 15:31:36 UTC
84,31,Nghĩa Hành,true,2012-08-13 15:31:50 UTC,2012-08-13 15:31:50 UTC
85,31,Sơn Hà,true,2012-08-13 15:32:01 UTC,2012-08-13 15:32:01 UTC
86,31,Sơn Tây,true,2012-08-13 15:32:15 UTC,2012-08-13 15:32:15 UTC
87,31,ソン・ティン県,true,2012-08-13 15:32:26 UTC,2012-08-13 15:32:26 UTC
88,31,Tây Trà,true,2012-08-13 15:32:36 UTC,2012-08-13 15:32:36 UTC
89,31,Trà Bồng,true,2012-08-13 15:32:56 UTC,2012-08-13 15:32:56 UTC
90,31, Tư Nghĩa,true,2012-08-13 15:33:10 UTC,2012-08-13 15:33:10 UTC
91,31,Lý Sơn ,true,2012-08-13 15:33:25 UTC,2012-08-13 15:33:25 UTC
